Date,Type,Action,Client IP,Country name,Domain,WAF alerts,HTTP verb,Request URL,HTTP version,Referrer,Response code,Response size,Cache status,Fingerprint,Country code,Access Rule ID,Origin IP,Origin response time
" 4:07:34pm, Jan  9 +00:00",JSC,Block,162.88.252.139,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,-,-,-,US,-,-,-
" 4:07:34pm, Jan  9 +00:00",Access,-,162.88.252.139,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:34pm, Jan  9 +00:00",Access,-,162.88.252.188,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,200,1082,NOTCACHED,-,US,-,165.227.250.169:80,2.79
" 4:07:31pm, Jan  9 +00:00",JSC,Block,162.88.252.131,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:31pm, Jan  9 +00:00",Access,-,162.88.252.174,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,1092,-,-,US,-,-,-
" 4:07:31pm, Jan  9 +00:00",Access,-,162.88.252.131,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:31pm, Jan  9 +00:00",JSC,Block,162.88.252.174,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/xss_d?ver=1.2.1));waitfordelay'0:0:4'--,1.1,-,403,-,-,-,US,-,-,-
" 4:07:30pm, Jan  9 +00:00",Access,-,162.88.252.184,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:30pm, Jan  9 +00:00",JSC,Block,162.88.252.184,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:07:29pm, Jan  9 +00:00",Access,-,162.88.252.160,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:29pm, Jan  9 +00:00",JSC,Block,162.88.252.160,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:07:27pm, Jan  9 +00:00",JSC,Block,162.88.252.152,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:27pm, Jan  9 +00:00",JSC,Block,162.88.252.170,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:27pm, Jan  9 +00:00",Access,-,162.88.252.152,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:27pm, Jan  9 +00:00",Access,-,162.88.252.170,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:26pm, Jan  9 +00:00",Access,-,162.88.252.150,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:26pm, Jan  9 +00:00",JSC,Block,162.88.252.140,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:26pm, Jan  9 +00:00",JSC,Block,162.88.252.150,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:07:26pm, Jan  9 +00:00",Access,-,162.88.252.140,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:23pm, Jan  9 +00:00",JSC,Block,162.88.252.161,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:23pm, Jan  9 +00:00",Access,-,162.88.252.176,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:23pm, Jan  9 +00:00",Access,-,162.88.252.161,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:23pm, Jan  9 +00:00",JSC,Block,162.88.252.176,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:22pm, Jan  9 +00:00",Access,-,162.88.252.146,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:22pm, Jan  9 +00:00",JSC,Block,162.88.252.146,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:21pm, Jan  9 +00:00",Access,-,162.88.252.163,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:21pm, Jan  9 +00:00",JSC,Block,162.88.252.163,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/exec?a=telnet.exe,1.1,-,403,-,-,-,US,-,-,-
" 4:07:18pm, Jan  9 +00:00",Access,-,162.88.252.184,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:18pm, Jan  9 +00:00",Access,-,162.88.252.181,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:18pm, Jan  9 +00:00",JSC,Block,162.88.252.181,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:18pm, Jan  9 +00:00",JSC,Block,162.88.252.187,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:18pm, Jan  9 +00:00",JSC,Block,162.88.252.184,United States,zen86.cyberdemo.net,-,GET,/,1.1,-,403,-,-,-,US,-,-,-
" 4:07:18pm, Jan  9 +00:00",Access,-,162.88.252.168,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:18pm, Jan  9 +00:00",JSC,Block,162.88.252.129,United States,zen86.cyberdemo.net,-,GET,/?american-express=***************,1.1,-,403,-,-,-,US,-,-,-
" 4:07:18pm, Jan  9 +00:00",Access,-,162.88.252.129,United States,zen86.cyberdemo.net,-,GET,/?american-express=342948562818002,1.1,-,403,1087,-,-,US,-,-,-
" 4:07:18pm, Jan  9 +00:00",JSC,Block,162.88.252.168,United States,zen86.cyberdemo.net,-,GET,/vulnerabilities/weak_id?tag=/../../../../..//etc/passwd,1.1,-,403,-,-,-,US,-,-,-
